*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Mar 31 2025 20:14:32
*************************************************
parsing config file: /data3/config/bingo.ini

trace_0 /data3/CLOUD9/traces/cloud9_phase1_core0.trace.xz
Heartbeat CPU  1 instructions:    1000001 cycles:     398191 heartbeat IPC: 2.51136 cumulative IPC: 2.51136 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  2 instructions:    1000002 cycles:     412283 heartbeat IPC: 2.42552 cumulative IPC: 2.42552 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  3 instructions:    1000000 cycles:     444843 heartbeat IPC: 2.24798 cumulative IPC: 2.24798 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  0 instructions:    1000000 cycles:     456109 heartbeat IPC: 2.19246 cumulative IPC: 2.19246 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  1 instructions:    2000001 cycles:     786515 heartbeat IPC: 2.57517 cumulative IPC: 2.54286 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  2 instructions:    2000002 cycles:     817162 heartbeat IPC: 2.46987 cumulative IPC: 2.44750 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  3 instructions:    2000003 cycles:     864230 heartbeat IPC: 2.38444 cumulative IPC: 2.31420 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  0 instructions:    2000000 cycles:     912016 heartbeat IPC: 2.19343 cumulative IPC: 2.19294 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  1 instructions:    3000002 cycles:    1175072 heartbeat IPC: 2.57363 cumulative IPC: 2.55304 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  2 instructions:    3000003 cycles:    1222259 heartbeat IPC: 2.46855 cumulative IPC: 2.45447 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  3 instructions:    3000001 cycles:    1293137 heartbeat IPC: 2.33150 cumulative IPC: 2.31994 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  0 instructions:    3000000 cycles:    1364503 heartbeat IPC: 2.21001 cumulative IPC: 2.19860 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  1 instructions:    4000000 cycles:    1564209 heartbeat IPC: 2.56978 cumulative IPC: 2.55720 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  2 instructions:    4000000 cycles:    1626857 heartbeat IPC: 2.47158 cumulative IPC: 2.45873 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  3 instructions:    4000000 cycles:    1701941 heartbeat IPC: 2.44616 cumulative IPC: 2.35026 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    1812358 heartbeat IPC: 2.23287 cumulative IPC: 2.20707 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  1 instructions:    5000002 cycles:    1954173 heartbeat IPC: 2.56434 cumulative IPC: 2.55863 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  2 instructions:    5000002 cycles:    2028630 heartbeat IPC: 2.48897 cumulative IPC: 2.46472 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  3 instructions:    5000002 cycles:    2106085 heartbeat IPC: 2.47437 cumulative IPC: 2.37407 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    2258613 heartbeat IPC: 2.24087 cumulative IPC: 2.21375 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  1 instructions:    6000003 cycles:    2343172 heartbeat IPC: 2.57070 cumulative IPC: 2.56063 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  2 instructions:    6000003 cycles:    2426617 heartbeat IPC: 2.51265 cumulative IPC: 2.47258 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  3 instructions:    6000000 cycles:    2574674 heartbeat IPC: 2.13406 cumulative IPC: 2.33039 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:    6000001 cycles:    2704572 heartbeat IPC: 2.24236 cumulative IPC: 2.21847 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  1 instructions:    7000000 cycles:    2734632 heartbeat IPC: 2.55453 cumulative IPC: 2.55976 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  2 instructions:    7000003 cycles:    2831170 heartbeat IPC: 2.47186 cumulative IPC: 2.47248 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  3 instructions:    7000001 cycles:    2981520 heartbeat IPC: 2.45793 cumulative IPC: 2.34780 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  1 instructions:    8000000 cycles:    3122680 heartbeat IPC: 2.57700 cumulative IPC: 2.56190 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:    7000000 cycles:    3179866 heartbeat IPC: 2.10396 cumulative IPC: 2.20135 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  2 instructions:    8000000 cycles:    3233663 heartbeat IPC: 2.48451 cumulative IPC: 2.47397 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  3 instructions:    8000000 cycles:    3385507 heartbeat IPC: 2.47532 cumulative IPC: 2.36301 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  1 instructions:    9000001 cycles:    3510745 heartbeat IPC: 2.57689 cumulative IPC: 2.56356 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  2 instructions:    9000000 cycles:    3631071 heartbeat IPC: 2.51631 cumulative IPC: 2.47861 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    3633589 heartbeat IPC: 2.20399 cumulative IPC: 2.20168 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  3 instructions:    9000003 cycles:    3790063 heartbeat IPC: 2.47185 cumulative IPC: 2.37463 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  1 instructions:   10000002 cycles:    3895731 heartbeat IPC: 2.59750 cumulative IPC: 2.56691 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  2 instructions:   10000000 cycles:    4033125 heartbeat IPC: 2.48723 cumulative IPC: 2.47947 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:    9000000 cycles:    4078047 heartbeat IPC: 2.24993 cumulative IPC: 2.20694 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  3 instructions:   10000001 cycles:    4193993 heartbeat IPC: 2.47567 cumulative IPC: 2.38436 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  1 instructions:   11000003 cycles:    4286027 heartbeat IPC: 2.56216 cumulative IPC: 2.56648 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  2 instructions:   11000001 cycles:    4433540 heartbeat IPC: 2.49741 cumulative IPC: 2.48109 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  0 instructions:   10000002 cycles:    4522794 heartbeat IPC: 2.24847 cumulative IPC: 2.21102 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  3 instructions:   11000002 cycles:    4598040 heartbeat IPC: 2.47496 cumulative IPC: 2.39232 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  1 instructions:   12000000 cycles:    4675443 heartbeat IPC: 2.56794 cumulative IPC: 2.56660 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  2 instructions:   12000000 cycles:    4835978 heartbeat IPC: 2.48485 cumulative IPC: 2.48140 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   11000000 cycles:    4978076 heartbeat IPC: 2.19644 cumulative IPC: 2.20969 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  1 instructions:   13000000 cycles:    5065306 heartbeat IPC: 2.56500 cumulative IPC: 2.56648 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  3 instructions:   12000000 cycles:    5180605 heartbeat IPC: 1.71654 cumulative IPC: 2.31633 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  2 instructions:   13000000 cycles:    5235199 heartbeat IPC: 2.50488 cumulative IPC: 2.48319 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    5407333 heartbeat IPC: 2.32961 cumulative IPC: 2.21921 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  1 instructions:   14000003 cycles:    5452616 heartbeat IPC: 2.58192 cumulative IPC: 2.56758 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  3 instructions:   13000003 cycles:    5584784 heartbeat IPC: 2.47416 cumulative IPC: 2.32775 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  2 instructions:   14000002 cycles:    5633197 heartbeat IPC: 2.51258 cumulative IPC: 2.48527 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   13000002 cycles:    5828365 heartbeat IPC: 2.37512 cumulative IPC: 2.23047 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  1 instructions:   15000002 cycles:    5841314 heartbeat IPC: 2.57269 cumulative IPC: 2.56792 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  3 instructions:   14000000 cycles:    5989069 heartbeat IPC: 2.47350 cumulative IPC: 2.33759 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  2 instructions:   15000003 cycles:    6035926 heartbeat IPC: 2.48306 cumulative IPC: 2.48512 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  1 instructions:   16000000 cycles:    6229503 heartbeat IPC: 2.57606 cumulative IPC: 2.56842 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   14000000 cycles:    6257187 heartbeat IPC: 2.33197 cumulative IPC: 2.23743 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  3 instructions:   15000000 cycles:    6393177 heartbeat IPC: 2.47459 cumulative IPC: 2.34625 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  2 instructions:   16000000 cycles:    6433104 heartbeat IPC: 2.51776 cumulative IPC: 2.48714 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  1 instructions:   17000001 cycles:    6618100 heartbeat IPC: 2.57336 cumulative IPC: 2.56871 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   15000003 cycles:    6679343 heartbeat IPC: 2.36880 cumulative IPC: 2.24573 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  3 instructions:   16000000 cycles:    6833356 heartbeat IPC: 2.27180 cumulative IPC: 2.34146 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  2 instructions:   17000000 cycles:    6837382 heartbeat IPC: 2.47355 cumulative IPC: 2.48633 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  1 instructions:   18000002 cycles:    7007263 heartbeat IPC: 2.56962 cumulative IPC: 2.56876 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    7114227 heartbeat IPC: 2.29946 cumulative IPC: 2.24901 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  2 instructions:   18000001 cycles:    7237859 heartbeat IPC: 2.49702 cumulative IPC: 2.48692 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  3 instructions:   17000000 cycles:    7296570 heartbeat IPC: 2.15883 cumulative IPC: 2.32986 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  1 instructions:   19000000 cycles:    7396249 heartbeat IPC: 2.57078 cumulative IPC: 2.56887 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   17000000 cycles:    7567934 heartbeat IPC: 2.20407 cumulative IPC: 2.24632 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  2 instructions:   19000003 cycles:    7636374 heartbeat IPC: 2.50932 cumulative IPC: 2.48809 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  3 instructions:   18000002 cycles:    7745333 heartbeat IPC: 2.22835 cumulative IPC: 2.32398 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  1 instructions:   20000000 cycles:    7782706 heartbeat IPC: 2.58761 cumulative IPC: 2.56980 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:    8014010 heartbeat IPC: 2.24177 cumulative IPC: 2.24607 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  2 instructions:   20000000 cycles:    8035260 heartbeat IPC: 2.50697 cumulative IPC: 2.48903 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  1 instructions:   21000000 cycles:    8168112 heartbeat IPC: 2.59467 cumulative IPC: 2.57097 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  3 instructions:   19000003 cycles:    8195660 heartbeat IPC: 2.22061 cumulative IPC: 2.31830 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:    8434425 heartbeat IPC: 2.37861 cumulative IPC: 2.25267 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  2 instructions:   21000000 cycles:    8438129 heartbeat IPC: 2.48220 cumulative IPC: 2.48870 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  1 instructions:   22000000 cycles:    8552023 heartbeat IPC: 2.60477 cumulative IPC: 2.57249 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  3 instructions:   20000000 cycles:    8655126 heartbeat IPC: 2.17643 cumulative IPC: 2.31077 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    8825401 heartbeat IPC: 2.55769 cumulative IPC: 2.26619 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  2 instructions:   22000000 cycles:    8835525 heartbeat IPC: 2.51638 cumulative IPC: 2.48995 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  1 instructions:   23000002 cycles:    8933639 heartbeat IPC: 2.62044 cumulative IPC: 2.57454 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  3 instructions:   21000003 cycles:    9082118 heartbeat IPC: 2.34197 cumulative IPC: 2.31224 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:   21000001 cycles:    9218810 heartbeat IPC: 2.54189 cumulative IPC: 2.27795 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  2 instructions:   23000003 cycles:    9235320 heartbeat IPC: 2.50129 cumulative IPC: 2.49044 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  1 instructions:   24000000 cycles:    9315160 heartbeat IPC: 2.62108 cumulative IPC: 2.57645 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  3 instructions:   22000000 cycles:    9520760 heartbeat IPC: 2.27976 cumulative IPC: 2.31074 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:    9612222 heartbeat IPC: 2.54186 cumulative IPC: 2.28875 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  2 instructions:   24000000 cycles:    9633649 heartbeat IPC: 2.51048 cumulative IPC: 2.49127 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  1 instructions:   25000003 cycles:    9702763 heartbeat IPC: 2.57997 cumulative IPC: 2.57659 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   23000002 cycles:   10004796 heartbeat IPC: 2.54729 cumulative IPC: 2.29890 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  3 instructions:   23000000 cycles:   10014682 heartbeat IPC: 2.02461 cumulative IPC: 2.29663 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  2 instructions:   25000003 cycles:   10030336 heartbeat IPC: 2.52089 cumulative IPC: 2.49244 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  1 instructions:   26000000 cycles:   10085907 heartbeat IPC: 2.60998 cumulative IPC: 2.57785 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   10398066 heartbeat IPC: 2.54278 cumulative IPC: 2.30812 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  2 instructions:   26000000 cycles:   10430952 heartbeat IPC: 2.49615 cumulative IPC: 2.49258 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  3 instructions:   24000000 cycles:   10450027 heartbeat IPC: 2.29703 cumulative IPC: 2.29664 (Simulation time: 0 hr 2 min 52 sec) 
Heartbeat CPU  1 instructions:   27000000 cycles:   10474126 heartbeat IPC: 2.57587 cumulative IPC: 2.57778 (Simulation time: 0 hr 2 min 52 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   10798811 heartbeat IPC: 2.49535 cumulative IPC: 2.31507 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  2 instructions:   27000003 cycles:   10833075 heartbeat IPC: 2.48681 cumulative IPC: 2.49237 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  1 instructions:   28000000 cycles:   10858639 heartbeat IPC: 2.60069 cumulative IPC: 2.57859 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  3 instructions:   25000003 cycles:   10884437 heartbeat IPC: 2.30198 cumulative IPC: 2.29686 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   11200870 heartbeat IPC: 2.48720 cumulative IPC: 2.32125 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  2 instructions:   28000000 cycles:   11232539 heartbeat IPC: 2.50335 cumulative IPC: 2.49276 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  1 instructions:   29000000 cycles:   11245871 heartbeat IPC: 2.58243 cumulative IPC: 2.57872 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  3 instructions:   26000002 cycles:   11320888 heartbeat IPC: 2.29121 cumulative IPC: 2.29664 (Simulation time: 0 hr 3 min 7 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   11613095 heartbeat IPC: 2.42586 cumulative IPC: 2.32496 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  2 instructions:   29000001 cycles:   11634674 heartbeat IPC: 2.48673 cumulative IPC: 2.49255 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  1 instructions:   30000002 cycles:   11636017 heartbeat IPC: 2.56315 cumulative IPC: 2.57820 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  3 instructions:   27000002 cycles:   11933511 heartbeat IPC: 1.63233 cumulative IPC: 2.26254 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   12022125 heartbeat IPC: 2.44481 cumulative IPC: 2.32904 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  1 instructions:   31000002 cycles:   12028096 heartbeat IPC: 2.55051 cumulative IPC: 2.57730 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  2 instructions:   30000000 cycles:   12034385 heartbeat IPC: 2.50181 cumulative IPC: 2.49286 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  3 instructions:   28000000 cycles:   12372532 heartbeat IPC: 2.27779 cumulative IPC: 2.26308 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  1 instructions:   32000000 cycles:   12418079 heartbeat IPC: 2.56421 cumulative IPC: 2.57689 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   12430684 heartbeat IPC: 2.44763 cumulative IPC: 2.33294 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  2 instructions:   31000003 cycles:   12432631 heartbeat IPC: 2.51102 cumulative IPC: 2.49344 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  1 instructions:   33000003 cycles:   12806027 heartbeat IPC: 2.57767 cumulative IPC: 2.57691 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  3 instructions:   29000001 cycles:   12812057 heartbeat IPC: 2.27519 cumulative IPC: 2.26349 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  2 instructions:   32000000 cycles:   12831824 heartbeat IPC: 2.50505 cumulative IPC: 2.49380 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  0 instructions:   30000002 cycles:   12837267 heartbeat IPC: 2.45953 cumulative IPC: 2.33695 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  1 instructions:   34000000 cycles:   13195347 heartbeat IPC: 2.56857 cumulative IPC: 2.57667 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  2 instructions:   33000003 cycles:   13231426 heartbeat IPC: 2.50250 cumulative IPC: 2.49406 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  0 instructions:   31000002 cycles:   13246307 heartbeat IPC: 2.44475 cumulative IPC: 2.34028 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  3 instructions:   30000003 cycles:   13249310 heartbeat IPC: 2.28701 cumulative IPC: 2.26427 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  1 instructions:   35000000 cycles:   13585516 heartbeat IPC: 2.56299 cumulative IPC: 2.57627 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  2 instructions:   34000001 cycles:   13632462 heartbeat IPC: 2.49354 cumulative IPC: 2.49405 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   13654010 heartbeat IPC: 2.45276 cumulative IPC: 2.34363 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  3 instructions:   31000000 cycles:   13700016 heartbeat IPC: 2.21873 cumulative IPC: 2.26277 (Simulation time: 0 hr 3 min 47 sec) 
Heartbeat CPU  1 instructions:   36000000 cycles:   13975134 heartbeat IPC: 2.56662 cumulative IPC: 2.57600 (Simulation time: 0 hr 3 min 51 sec) 
Heartbeat CPU  2 instructions:   35000003 cycles:   14032140 heartbeat IPC: 2.50202 cumulative IPC: 2.49427 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   14061985 heartbeat IPC: 2.45113 cumulative IPC: 2.34675 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  3 instructions:   32000000 cycles:   14153347 heartbeat IPC: 2.20589 cumulative IPC: 2.26095 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  1 instructions:   37000003 cycles:   14361529 heartbeat IPC: 2.58803 cumulative IPC: 2.57633 (Simulation time: 0 hr 3 min 58 sec) 
Heartbeat CPU  2 instructions:   36000000 cycles:   14435473 heartbeat IPC: 2.47933 cumulative IPC: 2.49386 (Simulation time: 0 hr 3 min 59 sec) 
Heartbeat CPU  0 instructions:   34000002 cycles:   14465614 heartbeat IPC: 2.47753 cumulative IPC: 2.35040 (Simulation time: 0 hr 3 min 59 sec) 
Heartbeat CPU  3 instructions:   33000000 cycles:   14592807 heartbeat IPC: 2.27552 cumulative IPC: 2.26139 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  1 instructions:   38000001 cycles:   14751967 heartbeat IPC: 2.56122 cumulative IPC: 2.57593 (Simulation time: 0 hr 4 min 4 sec) 
Heartbeat CPU  2 instructions:   37000002 cycles:   14834712 heartbeat IPC: 2.50477 cumulative IPC: 2.49415 (Simulation time: 0 hr 4 min 6 sec) 
Heartbeat CPU  0 instructions:   35000003 cycles:   14872371 heartbeat IPC: 2.45847 cumulative IPC: 2.35336 (Simulation time: 0 hr 4 min 6 sec) 
Heartbeat CPU  3 instructions:   34000001 cycles:   15038977 heartbeat IPC: 2.24130 cumulative IPC: 2.26079 (Simulation time: 0 hr 4 min 9 sec) 
Heartbeat CPU  1 instructions:   39000000 cycles:   15142763 heartbeat IPC: 2.55888 cumulative IPC: 2.57549 (Simulation time: 0 hr 4 min 11 sec) 
Heartbeat CPU  2 instructions:   38000003 cycles:   15236978 heartbeat IPC: 2.48592 cumulative IPC: 2.49393 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   15277959 heartbeat IPC: 2.46555 cumulative IPC: 2.35634 (Simulation time: 0 hr 4 min 13 sec) 
