*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr 16 2025 16:07:36
*************************************************
parsing config file: /pref/Pythia/config/coop_pythia.ini
unable to parse section: , name: bool coop_rl_enable, value: true
unable to parse section: , name: coop_enable_adaptive_alpha, value: true

trace_0 /pref/Pythia/STREAMING/traces/streaming_phase3_core0.trace.xz
Heartbeat CPU  3 instructions:   21000001 cycles:   12004765 heartbeat IPC: 1.50311 cumulative IPC: 1.74931 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   22000000 cycles:   12357415 heartbeat IPC: 1.84901 cumulative IPC: 1.78031 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  1 instructions:   22000002 cycles:   12395266 heartbeat IPC: 1.81806 cumulative IPC: 1.77487 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  2 instructions:   21000002 cycles:   12481305 heartbeat IPC: 1.72859 cumulative IPC: 1.68252 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  3 instructions:   22000000 cycles:   12548171 heartbeat IPC: 1.84024 cumulative IPC: 1.75324 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:   23000000 cycles:   12924063 heartbeat IPC: 1.76476 cumulative IPC: 1.77963 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  1 instructions:   23000000 cycles:   13067473 heartbeat IPC: 1.48763 cumulative IPC: 1.76010 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  2 instructions:   22000002 cycles:   13071338 heartbeat IPC: 1.69482 cumulative IPC: 1.68307 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  3 instructions:   23000000 cycles:   13111507 heartbeat IPC: 1.77514 cumulative IPC: 1.75418 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   13514363 heartbeat IPC: 1.69405 cumulative IPC: 1.77589 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  1 instructions:   24000000 cycles:   13629911 heartbeat IPC: 1.77797 cumulative IPC: 1.76083 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  3 instructions:   24000000 cycles:   13664119 heartbeat IPC: 1.80959 cumulative IPC: 1.75643 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  2 instructions:   23000000 cycles:   13674983 heartbeat IPC: 1.65660 cumulative IPC: 1.68190 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:   25000002 cycles:   14098592 heartbeat IPC: 1.71166 cumulative IPC: 1.77323 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  1 instructions:   25000000 cycles:   14190058 heartbeat IPC: 1.78525 cumulative IPC: 1.76180 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  2 instructions:   24000000 cycles:   14246442 heartbeat IPC: 1.74991 cumulative IPC: 1.68463 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  3 instructions:   25000003 cycles:   14251688 heartbeat IPC: 1.70193 cumulative IPC: 1.75418 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:   26000002 cycles:   14656942 heartbeat IPC: 1.79099 cumulative IPC: 1.77390 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  1 instructions:   26000000 cycles:   14745204 heartbeat IPC: 1.80133 cumulative IPC: 1.76329 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  3 instructions:   26000001 cycles:   14804323 heartbeat IPC: 1.80951 cumulative IPC: 1.75624 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  2 instructions:   25000000 cycles:   14846473 heartbeat IPC: 1.66658 cumulative IPC: 1.68390 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   15210838 heartbeat IPC: 1.80539 cumulative IPC: 1.77505 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  1 instructions:   27000000 cycles:   15279900 heartbeat IPC: 1.87022 cumulative IPC: 1.76703 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  3 instructions:   27000003 cycles:   15364522 heartbeat IPC: 1.78508 cumulative IPC: 1.75730 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  2 instructions:   26000003 cycles:   15444045 heartbeat IPC: 1.67344 cumulative IPC: 1.68350 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   15753755 heartbeat IPC: 1.84190 cumulative IPC: 1.77735 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  1 instructions:   28000000 cycles:   15813642 heartbeat IPC: 1.87356 cumulative IPC: 1.77062 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  3 instructions:   28000000 cycles:   15897077 heartbeat IPC: 1.87773 cumulative IPC: 1.76133 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  2 instructions:   27000000 cycles:   16046367 heartbeat IPC: 1.66024 cumulative IPC: 1.68262 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   16281293 heartbeat IPC: 1.89560 cumulative IPC: 1.78119 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  1 instructions:   29000002 cycles:   16349619 heartbeat IPC: 1.86576 cumulative IPC: 1.77374 (Simulation time: 0 hr 3 min 9 sec) 
Heartbeat CPU  3 instructions:   29000003 cycles:   16433536 heartbeat IPC: 1.86408 cumulative IPC: 1.76468 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  2 instructions:   28000000 cycles:   16628644 heartbeat IPC: 1.71740 cumulative IPC: 1.68384 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:   30000002 cycles:   16826663 heartbeat IPC: 1.83362 cumulative IPC: 1.78288 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  1 instructions:   30000002 cycles:   16890365 heartbeat IPC: 1.84930 cumulative IPC: 1.77616 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  3 instructions:   30000001 cycles:   16984040 heartbeat IPC: 1.81651 cumulative IPC: 1.76636 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  2 instructions:   29000001 cycles:   17189053 heartbeat IPC: 1.78441 cumulative IPC: 1.68712 (Simulation time: 0 hr 3 min 20 sec) 
Heartbeat CPU  0 instructions:   31000000 cycles:   17355634 heartbeat IPC: 1.89046 cumulative IPC: 1.78616 (Simulation time: 0 hr 3 min 22 sec) 
Heartbeat CPU  1 instructions:   31000003 cycles:   17446400 heartbeat IPC: 1.79845 cumulative IPC: 1.77687 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  3 instructions:   31000001 cycles:   17521517 heartbeat IPC: 1.86054 cumulative IPC: 1.76925 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  2 instructions:   30000001 cycles:   17791661 heartbeat IPC: 1.65945 cumulative IPC: 1.68618 (Simulation time: 0 hr 3 min 26 sec) 
Heartbeat CPU  1 instructions:   32000000 cycles:   18014725 heartbeat IPC: 1.75955 cumulative IPC: 1.77632 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   18028345 heartbeat IPC: 1.48652 cumulative IPC: 1.77498 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  3 instructions:   32000000 cycles:   18056220 heartbeat IPC: 1.87020 cumulative IPC: 1.77224 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  2 instructions:   31000001 cycles:   18382652 heartbeat IPC: 1.69207 cumulative IPC: 1.68637 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   18564851 heartbeat IPC: 1.86391 cumulative IPC: 1.77755 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  1 instructions:   33000002 cycles:   18568679 heartbeat IPC: 1.80521 cumulative IPC: 1.77719 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  3 instructions:   33000000 cycles:   18626513 heartbeat IPC: 1.75348 cumulative IPC: 1.77167 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  2 instructions:   32000000 cycles:   18992722 heartbeat IPC: 1.63915 cumulative IPC: 1.68486 (Simulation time: 0 hr 3 min 41 sec) 
Heartbeat CPU  0 instructions:   34000001 cycles:   19092471 heartbeat IPC: 1.89531 cumulative IPC: 1.78081 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  1 instructions:   34000003 cycles:   19109331 heartbeat IPC: 1.84962 cumulative IPC: 1.77924 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  3 instructions:   34000000 cycles:   19150468 heartbeat IPC: 1.90856 cumulative IPC: 1.77541 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  2 instructions:   33000003 cycles:   19554921 heartbeat IPC: 1.77873 cumulative IPC: 1.68755 (Simulation time: 0 hr 3 min 47 sec) 
Heartbeat CPU  0 instructions:   35000002 cycles:   19632087 heartbeat IPC: 1.85317 cumulative IPC: 1.78280 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  1 instructions:   35000003 cycles:   19651474 heartbeat IPC: 1.84453 cumulative IPC: 1.78104 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  3 instructions:   35000000 cycles:   19701953 heartbeat IPC: 1.81329 cumulative IPC: 1.77647 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  1 instructions:   36000000 cycles:   20172163 heartbeat IPC: 1.92053 cumulative IPC: 1.78464 (Simulation time: 0 hr 3 min 55 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   20180753 heartbeat IPC: 1.82260 cumulative IPC: 1.78388 (Simulation time: 0 hr 3 min 55 sec) 
Heartbeat CPU  2 instructions:   34000003 cycles:   20185353 heartbeat IPC: 1.58621 cumulative IPC: 1.68439 (Simulation time: 0 hr 3 min 55 sec) 
Heartbeat CPU  3 instructions:   36000000 cycles:   20237168 heartbeat IPC: 1.86841 cumulative IPC: 1.77891 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  1 instructions:   37000002 cycles:   20729960 heartbeat IPC: 1.79277 cumulative IPC: 1.78486 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  0 instructions:   37000000 cycles:   20731072 heartbeat IPC: 1.81713 cumulative IPC: 1.78476 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  2 instructions:   35000000 cycles:   20790812 heartbeat IPC: 1.65163 cumulative IPC: 1.68344 (Simulation time: 0 hr 4 min 2 sec) 
Heartbeat CPU  3 instructions:   37000003 cycles:   20806484 heartbeat IPC: 1.75650 cumulative IPC: 1.77829 (Simulation time: 0 hr 4 min 2 sec) 
